"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT11"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-10",,,"0.00","0.0",,,"55","45","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-11",,,"0.00","0.0",,,"56","47","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-12",,,"0.06","0.0",,,"56","45","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-13",,,"0.01","0.0","0.0",,"62","51","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-14",,,"0.00","0.0","0.0",,"60","47","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-15",,,"0.00","0.0","0.0",,"60","46","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-16",,,"0.00","0.0","0.0",,"60","49","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-17",,,"0.00","0.0","0.0",,"68","48","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-18",,,"0.00","0.0","0.0",,"56","50","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-19",,,"0.00","0.0","0.0",,"55","50","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-20",,,"0.00","0.0","0.0",,"55","50","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-21",,,"0.34","0.0","0.0",,"54","49","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-22",,,"0.00","0.0","0.0",,"60","47","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-23",,,"0.91","0.0","0.0",,"54","48","49",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-24",,,"0.03","0.0","0.0",,"55","49","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-25",,,"0.00","0.0","0.0",,"61","49","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-26",,,"0.52","0.0","0.0",,"55","55","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-27",,,"0.21","0.0","0.0",,"59","49","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-02-28",,,"0.00","0.0","0.0",,"57","48","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-01",,,,"0.0","0.0",,"56","51","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-02",,,,"0.0","0.0",,"57","51","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-03",,,,"0.0","0.0",,"56","47","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-04",,,,"0.0","0.0",,"54","41","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-05",,,,"0.0","0.0",,"56","45","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-06",,,,"0.0","0.0",,"59","50","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-07",,,,"0.0","0.0",,"57","53","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-08",,,,"0.0","0.0",,"55","49","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-09",,,,"0.0","0.0",,"55","41","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-10",,,,"0.0","0.0",,"55","40","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-11",,,,"0.0","0.0",,"55","43","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-12",,,,"0.0","0.0",,"55","49","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-13",,,,"0.0","0.0",,"57","42","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-14",,,,"0.0","0.0",,"57","43","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-15",,,,"0.0","0.0",,"68","43","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-16",,,,"0.0","0.0",,"62","49","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-17",,,,"0.0","0.0",,"60","51","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-18",,,,"0.0","0.0",,"70","47","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-19",,,,"0.0","0.0",,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-20",,,,"0.0","0.0",,"76","50","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-21",,,,"0.0","0.0",,"58","49","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-22",,,,"0.0","0.0",,"59","50","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-23",,,,"0.0","0.0",,"68","48","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-24",,,,"0.0","0.0",,"57","50","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-25",,,,"0.0","0.0",,"57","50","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-26",,,,"0.0","0.0",,"57","45","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-27",,,,"0.0","0.0",,"69","47","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-28",,,,"0.0","0.0",,"61","42","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-29",,,,"0.0","0.0",,"59","54","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-30",,,,"0.0","0.0",,"59","50","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-03-31",,,,"0.0","0.0",,"55","45","48",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-01",,,"0.01","0.0","0.0",,"53","44","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-02",,,"0.20","0.0","0.0",,"54","48","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-03",,,"0.00","0.0","0.0",,"54","45","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-04",,,"0.82","0.0","0.0",,"53","47","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-05",,,"0.01","0.0","0.0",,"55","45","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-06",,,"0.00","0.0","0.0",,"59","44","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-07",,,"0.00","0.0","0.0",,"60","44","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-08",,,"0.00","0.0","0.0",,"57","49","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-09",,,"0.00","0.0","0.0",,"65","45","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-10",,,"0.00","0.0","0.0",,"60","51","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-11",,,"1.02","0.0","0.0",,"55","47","50",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-12",,,"0.10","0.0","0.0",,"55","49","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-13",,,"0.00","0.0","0.0",,"55","49","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-14",,,"0.00","0.0","0.0",,"56","50","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-15",,,"0.00","0.0","0.0",,"64","46","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-16",,,"0.00","0.0","0.0",,"64","46","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-17",,,"0.00","0.0","0.0",,"60","54","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-18",,,"0.00","0.0","0.0",,"63","48","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-19",,,"0.00","0.0","0.0",,"63","48","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-20",,,"0.63","0.0","0.0",,"58","48","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-21",,,"0.00","0.0","0.0",,"56","46","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-22",,,"0.00","0.0","0.0",,"57","46","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-23",,,"0.00","0.0","0.0",,"57","48","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-24",,,"0.00","0.0","0.0",,"59","48","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-25",,,"0.00","0.0","0.0",,"59","48","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-26",,,"0.00","0.0","0.0",,"60","48","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-27",,,"0.18","0.0","0.0",,"60","48","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-28",,,"0.17","0.0","0.0",,"56","47","49",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-29",,,"0.00","0.0","0.0",,"53","47","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-04-30",,,"0.00","0.0","0.0",,"55","47","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-01",,,"0.00","0.0","0.0",,"56","48","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-02",,,"0.00","0.0","0.0",,"59","48","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-03",,,"0.00","0.0","0.0",,"58","49","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-04",,,"0.00","0.0","0.0",,"57","48","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-05",,,"0.00","0.0","0.0",,"57","47","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-06",,,"0.00","0.0","0.0",,"60","46","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-07",,,"0.00","0.0","0.0",,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-08",,,"0.00","0.0","0.0",,"60","46","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-09",,,"0.00","0.0","0.0",,"56","51","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-10",,,"0.07","0.0","0.0",,"56","48","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-11",,,"0.00","0.0","0.0",,"56","45","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-12",,,"0.00","0.0","0.0",,"56","51","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-13",,,"0.00","0.0","0.0",,"55","42","47",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-14",,,"0.00","0.0","0.0",,"55","39","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-15",,,"0.00","0.0","0.0",,"53","36","51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-16",,,"0.00","0.0","0.0",,"54","49","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-17",,,"0.22","0.0","0.0",,"56","49","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-18",,,"0.02","0.0","0.0",,"56","49","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-19",,,"0.00","0.0","0.0",,"58","48","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-20",,,"0.01","0.0","0.0",,"59","48","45",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-21",,,"0.00","0.0","0.0",,"55","49","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-22",,,"0.00","0.0","0.0",,"53","46","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-23",,,"0.00","0.0","0.0",,"54","46","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-24",,,,"0.0","0.0",,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-25",,"0.22",,"0.0","0.0",,"58","46","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-26",,,,"0.0","0.0",,,,"51",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-27",,"0.33",,"0.0","0.0",,"58","51","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-28",,,"0.00","0.0","0.0",,"58","51","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-29",,,"0.00","0.0","0.0",,"61","51","59",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-30",,,"0.00","0.0","0.0",,"59","52","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-05-31",,,"0.00","0.0","0.0",,"59","53","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-01",,,"0.00","0.0","0.0",,"59","52","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-02",,,"0.00","0.0","0.0",,"58","52","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-03",,,,"0.0","0.0",,,,,,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-04",,"0.01",,"0.0","0.0",,"62","52","62",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-05",,,"0.00","0.0","0.0",,"62","55","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-06",,,"0.00","0.0","0.0",,"61","56","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-07",,,"0.00","0.0","0.0",,"60","52","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-08",,,"0.00","0.0","0.0",,"57","49","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-09",,,"0.00","0.0","0.0",,"58","54","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-10",,,"0.00","0.0","0.0",,"57","52","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-11",,,"0.00","0.0","0.0",,"61","50","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-12",,,"0.00","0.0","0.0",,"85","51","64",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-13",,,"0.00","0.0","0.0",,"58","54","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-14",,,"0.00","0.0","0.0",,"58","52","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-15",,,"0.00","0.0","0.0",,"55","52","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-16",,,"0.00","0.0","0.0",,"58","47","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-17",,,"0.00","0.0","0.0",,"59","50","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-18",,,"0.00","0.0","0.0",,"56","50","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-19",,,"0.00","0.0","0.0",,"56","50","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-20",,,"0.00","0.0","0.0",,"58","49","58",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-21",,,"0.00","0.0","0.0",,"58","49","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-22",,,"0.00","0.0","0.0",,"58","49","52",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-23",,,"0.00","0.0","0.0",,"54","50","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-24",,,"0.00","0.0","0.0",,"54","50","54",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-25",,,"0.03","0.0","0.0",,"55","50","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-26",,,"0.00","0.0","0.0",,"55","50","53",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-27",,,"0.00","0.0","0.0",,"59","50","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-28",,,"0.00","0.0","0.0",,"59","50","55",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-29",,,"0.00","0.0","0.0",,"60","48","60",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-06-30",,,"0.00","0.0","0.0",,"60","52","57",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-07-01",,,"0.00","0.0","0.0",,"51","51","56",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","37.728","-122.5052","2.4","2010-07-02",,,"0.00","0.0","0.0",,"60","51","59",,
